River Name,Monitoring Station / Location,State,,pH,Temperature (°C),Turbidity (NTU),DO (mg/L),BOD (mg/L),COD (mg/L),Total Coliform (MPN/100ml),EC (µS/cm),Data Source / Year,Completeness_Flag,synthetic_flag
Yamuna,Etawah,Uttar Pradesh,,,26.53,2.26,7.28,3.89,36.6,11515,350.8,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.44,25.87,2.85,8.99,3.83,21.9,6861,262.2,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.89,24.99,,6.35,5.34,21.6,4376,291.9,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,,17.57,9.89,4.86,4.4,20.5,12655,339.9,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.99,22.41,0.3,5.16,5.94,26.9,4015,211.3,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.16,23.24,1.07,6.18,8.17,47.9,10919,363.6,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.2,24.84,,6.16,2.38,27.6,1865,249.6,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.11,23.82,3.23,7.07,3.85,30.8,14128,489.3,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.93,,2.39,7.67,2.44,35,11454,386.6,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.07,23.72,5.6,7.78,1.14,24,2454,236.5,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.87,27.53,7.27,6.6,1.77,31,13763,316.1,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.87,21.14,11.22,8.03,7.4,29.7,14226,374.1,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.24,19.33,6.91,5.79,5.9,22,12630,361,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.36,,,6.41,3.44,39.5,5573,412.2,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.95,22.7,4.63,3.74,5.07,17.9,11778,369.1,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.18,25.57,1.72,,4.38,36.9,1500,312.3,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.97,22.29,7.98,5.44,4.68,21.9,4401,415.7,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.35,28.44,8.61,4.59,3.31,26.7,3586,486.8,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.28,24.9,3.08,6.84,4.81,31.7,6697,574.7,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.03,20.34,2.14,7.01,2.69,29.4,14343,416.5,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.43,26.65,9.37,8.54,,,17866,137.9,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.95,29.06,13.02,,4.77,24.8,,513.1,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.11,24.62,,8.68,3.25,39.3,13051,228.9,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.13,26.32,,7.98,2.85,,276,473.8,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.75,27.49,6.12,5.67,7.15,17.8,,319.3,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.77,32.5,1.09,5.23,7.46,36.4,6047,529.6,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,,24.74,13.45,7.68,3.41,30.3,221,263.7,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.48,22.15,,4.26,6.76,29,6407,357.4,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.89,25.28,5.69,,6.39,35.9,13727,278.3,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.12,24.87,0.46,5.98,8.86,32,21802,206.7,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.96,22.83,1.45,8.38,4.6,40.9,14268,263.8,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.32,,3,6.2,8.97,19.3,2243,206.7,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.13,22.85,5.33,6.79,6.24,22.1,10123,461.5,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.01,37.46,0.25,6.7,2.15,38.8,1488,219.9,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,,35.49,7.97,5.34,,35.4,3874,253.7,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.32,18.03,1.91,6.49,4.57,29.5,6135,340.9,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,,35.04,,5.5,3.45,20,8730,416,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.16,,6.76,4.56,0.87,50.8,4809,306,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.38,20.95,9.87,6.04,4.22,19.1,2158,,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.08,30.52,9.47,6.62,5.11,33.3,818,361.2,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.8,30.87,12.34,6.55,3.14,35.1,,276.9,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.81,21.14,16.68,6.26,7.23,,6898,424.2,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,,34.75,4.09,8.79,5.51,35.6,4929,449.2,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.41,29.28,11.79,6.88,4.58,34.2,14420,350.3,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.23,26.65,8.17,7.82,3.51,37.9,14978,591.2,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.29,23.27,5.46,6.75,2.78,,14696,314.1,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.96,20.3,11.38,6.38,2.73,34.6,3543,266.1,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,,34.28,8.12,,5.16,32.4,,431.4,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.91,,4.38,7.44,4.85,27.2,3555,409.2,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.71,34.22,,6.18,5.91,37.6,11433,332,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.1,33.82,3.62,6.55,,32.9,4589,316.9,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,,18.89,,8.75,5.08,24.2,,,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.99,17.76,15.24,5.13,3.32,43.1,10490,323.6,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.05,24.26,5.84,5.24,5.09,42.8,7023,358.1,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.13,27.15,2.26,,5.07,28.2,13176,311.4,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.55,28.95,1.12,,4.61,26.3,19740,401.6,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,,22.8,1.25,7.42,3.33,0.6,22782,311.5,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.85,18.38,12.82,7.61,6.34,33.7,11594,232.1,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,,28.8,9.17,7.15,3.26,23.5,12772,477.4,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.74,33.06,6.48,5.65,1.72,17.1,5762,611,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.79,20.57,,8.32,4.92,23.1,9330,279.7,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.19,19.42,12.04,7.04,5.81,34.5,1041,236.2,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.36,19.18,10.37,5.84,4.83,32.3,9186,460.9,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.05,26.25,10.22,8.07,5.17,35.2,8571,472.1,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.52,25.69,8.86,6.8,5.26,31.4,,664.2,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.27,21.97,3.94,5.22,4.69,22.8,,416.2,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.63,24.64,7.29,8.1,3,52.8,11341,197.7,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.21,31.76,6.19,7.66,8.2,32.7,6948,372,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.08,17.55,,7.74,,30.2,3127,223.3,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.13,19.62,4.46,5.62,2.37,36.6,13187,427.9,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.98,19.45,10.53,4.48,1.53,28.9,414,526.7,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.86,21.45,6.6,6.13,3,27.5,11293,494.8,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.78,35.06,9.32,7.16,6.51,32.4,,386.8,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,,29.93,11.19,6.22,7.14,33.4,11905,545.8,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.17,25.63,10.4,9.61,2.16,,24111,431.2,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.31,33.1,9.07,9.52,3.35,21.7,16816,394.7,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.51,25.45,8.08,6.39,6.69,16.3,3793,340.4,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.76,14.65,4.5,7.58,2.06,35.8,12577,227.4,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.03,26.15,2,4.88,3.75,29.1,14375,490.7,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7,15.01,8.92,7.47,3.59,26.3,7042,149,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.84,16.96,1.65,5.96,0.25,25.2,6789,224.7,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,,21.74,0.67,8.54,5.76,40.1,7498,360.3,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.08,25.41,11.57,9.47,1.97,31.5,8873,378.3,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.04,20.23,,5.44,4.82,43.4,9565,418.6,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.22,28.73,2.39,7.71,5.5,48.9,9160,367,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.17,15.7,8.83,6.2,4.13,,16961,401.2,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.92,25.06,3.43,7.22,2.93,21.1,7593,232.9,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,,21.06,8.18,6.64,3.15,32.4,13271,390.4,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.29,,4.36,6.35,7.33,18.7,11625,313,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.07,22.45,9.03,6.25,0.34,35.5,2704,336.6,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.02,26.44,3.32,7.81,3.63,23.6,11159,194.9,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.16,20.94,1,4.78,6.71,28.7,4404,364.2,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.06,25,9.01,6.93,2.74,35.3,9483,453.4,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.15,,14.82,7.18,4.55,38.2,5115,490.8,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.42,35.98,7.38,,3.8,,21131,594.3,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.82,24.9,7.69,4.76,4.19,21.7,14083,,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.06,26.15,6.61,,,30.3,9172,372.1,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.3,27.22,2.73,7.48,3.83,37.1,5787,422.4,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.07,21.19,,7.69,2.92,35.3,13249,323.6,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.27,15.06,7.37,7.47,3.91,23.3,9397,380.2,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.92,36.63,12.14,7.09,4.66,35.4,12961,430.3,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.35,26.51,6.53,5.06,5.82,25.1,5313,321.1,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.69,25.86,,6.02,7.81,13.5,12593,322.6,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,,25.55,5.32,4.1,3.52,39,1039,249.2,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.9,24.76,8.6,7.99,3.98,48.9,6896,479.5,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.08,20.61,4.77,7.39,5.14,27.7,4101,417.9,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,,28.83,7.18,6.32,0.51,25.6,955,439.2,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.78,29.82,2.24,6.41,0.16,,13124,413.5,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.85,33.1,10.17,8.27,4.61,17.4,10762,176.4,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.03,20.16,1.25,5.92,4.63,25.4,1694,414.7,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.26,26.77,5.52,4.61,3.01,50.2,1050,349.8,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,,23.82,7.89,7.11,7.04,17.9,13514,382,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.24,31.96,3.12,7.42,2.21,27.7,18447,307.1,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.09,26.13,1.96,5.44,0.84,22.7,11295,403.4,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.75,26.14,7.69,5.85,5.8,34.8,7392,364.1,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.65,30.91,5.01,6.7,6.78,29.9,8223,275.8,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.66,24.54,,7.35,,19.1,10898,,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.23,25.93,14.49,7.86,5.48,20.6,7118,437.5,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,,16,10.35,5.97,2.36,22.5,18300,301.2,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,,20.71,12.14,7.77,5.27,18.9,18469,371.3,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.01,21.09,6.04,5.44,3.44,18.4,11451,286.7,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.14,28.95,10.18,6.64,4.75,42.8,8668,292.6,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.69,,,6.91,5.01,16.6,2468,,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.19,27.23,4.73,5.3,5.03,30.8,13490,361.9,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.25,21.52,7.44,4.18,2.1,,3794,279.2,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.92,25.27,13.7,7.6,3.57,20.6,14013,316,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.91,25.89,6.25,6.32,,42.6,14449,238.2,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.9,28.75,4.02,7.67,7.11,41.4,19878,,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.66,20.19,8.93,6.26,5.9,27.8,14638,351.3,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.65,32.71,3.29,3.82,3.78,18.8,2690,,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.13,12.73,1.54,6.56,4.01,26.7,2103,211.3,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.1,25.94,9.75,7.38,2.88,41.3,12590,462.9,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.79,27.96,6.63,5.47,4.55,43.1,8494,390.4,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.04,24.33,8.76,,3.92,19.6,3081,204,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.5,34.39,8.77,6.62,2.72,25.6,11656,455.8,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7,28.35,10.88,4.88,2.26,26.9,26953,348.6,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7,18.69,0.71,5.53,4.5,34.7,6025,426.2,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.03,28.27,7.92,5.93,7.13,32,5691,673.2,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.68,34.13,0.98,4.15,2.04,47.4,2751,265.3,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.97,26.69,2.08,7.08,3.7,33.7,7352,133.9,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.96,23.91,5.68,4.49,3.92,47.1,,255.2,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.03,21.96,2.86,7.9,6.07,29.8,8866,379,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.21,24.25,3.2,6.04,6.04,,5867,,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.23,29.7,5.65,6.44,5.04,43.7,14405,463.2,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.12,32.84,5.15,3.42,1.37,33,848,,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.73,27.35,10.79,6.06,3.31,,1350,225.4,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.6,25.3,5.81,,4.42,26.3,735,371,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.79,26.65,9.88,4.95,3.45,39.5,11696,504.3,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,,30.49,8.23,5.3,4.22,22.2,9108,286.2,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.25,30.04,1.92,5.66,5.37,35.2,7971,382.1,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.22,25.57,6.61,3.34,2.83,,11928,265.8,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.12,26.54,1.8,5.61,3.91,22.8,5898,535.9,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.01,23.28,4.75,,2.36,36.1,5973,454.3,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.97,20.24,9.03,5.39,4.46,29.5,6757,333.3,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.04,24.21,1.51,4.77,0.95,22,4545,509.5,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,,30.01,11.48,6.47,5.27,21,18100,360.1,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.09,20.2,2.04,6.68,6.31,46.4,2663,383.1,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.04,17.11,1.81,7.33,3.8,31.2,14392,235.7,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.98,18.92,3.43,3.49,7.29,26.4,3156,419.4,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.85,,7.42,4.8,2.64,45.5,560,653.7,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.35,31.95,3.66,5.47,4.34,,9435,281.5,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.27,29.36,2.95,5.96,2.27,15.4,11471,427.1,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.02,27.6,7.77,,5.7,31.8,777,440.8,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.65,20.91,3.74,5.82,5.09,20.2,14768,505.5,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.08,21.58,4.33,5.62,8.54,30,8946,466.5,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.93,14.85,,6.88,2.52,29.8,12838,127.6,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.17,18.05,6.58,6.13,7.42,31.7,3985,482.3,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.18,22.53,7.34,8.06,3.78,31.2,179,,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.01,32.43,3.04,6.26,2.34,,831,382.1,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,,21.88,4.47,,5.14,21.1,12529,444.5,synthetic_generated_2025,0,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.9,30.32,13.62,6.12,5.88,7.4,451,390.9,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.84,28.36,8.85,6.51,0.85,47.1,6723,705.1,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.97,29.38,14.42,6.96,8.78,,10708,419.4,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.02,23.42,10.53,5.45,1.04,,13965,263.7,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,6.92,22.74,18.53,5.21,4.39,30.2,7985,171.4,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.01,13.92,2.62,5.49,3.1,44.7,7756,535.1,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.07,28.89,6.86,8.93,4.85,39.9,6055,271,synthetic_generated_2025,1,1
Gomti,Lucknow (Campbell Road),Uttar Pradesh,,7.32,23.08,10.62,6.98,6.2,21.6,9285,211,synthetic_generated_2025,1,1
Ghaghra,Ayodhya,Uttar Pradesh,,6.92,15.49,1.71,7.62,1.96,15.5,,220.9,synthetic_generated_2025,1,1
Ghaghra,Ayodhya,Uttar Pradesh,,7.02,18.4,4.66,8.3,5.64,22.8,2760,,synthetic_generated_2025,1,1
Ghaghra,Ayodhya,Uttar Pradesh,,6.64,21.76,1.79,9,4.42,21.4,1636,351.8,synthetic_generated_2025,1,1
Ghaghra,Ayodhya,Uttar Pradesh,,7.24,28.12,4.14,7.49,3.85,9.2,965,349.9,synthetic_generated_2025,1,1
Ghaghra,Ayodhya,Uttar Pradesh,,7.51,17.97,1.67,8.56,4.99,12.8,1437,455.1,synthetic_generated_2025,1,1
Ghaghra,Ayodhya,Uttar Pradesh,,7.15,19.27,6.92,7.31,3.4,30.2,1792,267.7,synthetic_generated_2025,1,1
Ghaghra,Ayodhya,Uttar Pradesh,,7.39,26.29,4.6,7.89,3.39,23.7,275,132.1,synthetic_generated_2025,1,1
Ghaghra,Ayodhya,Uttar Pradesh,,7.03,24.84,0.33,6.73,3.93,12.8,1179,143.1,synthetic_generated_2025,1,1
Ghaghra,Ayodhya,Uttar Pradesh,,7.11,22.53,1.95,7.71,2.3,29.2,262,131.9,synthetic_generated_2025,1,1
Ghaghra,Ayodhya,Uttar Pradesh,,,25.45,7.28,8.34,3.4,,2903,315.1,synthetic_generated_2025,0,1
Ghaghra,Ayodhya,Uttar Pradesh,,7.19,14.93,4.46,,4.34,25.3,4539,307.1,synthetic_generated_2025,0,1
Ghaghra,Ayodhya,Uttar Pradesh,,6.97,21.46,2.63,6.36,4.75,30.6,4425,262.4,synthetic_generated_2025,1,1
Ghaghra,Ayodhya,Uttar Pradesh,,7.11,33.15,6.96,7.39,2.42,21.2,2139,287.9,synthetic_generated_2025,1,1
Ghaghra,Ayodhya,Uttar Pradesh,,7.24,25.96,2.33,7.62,3.28,30,4203,368.7,synthetic_generated_2025,1,1
Ghaghra,Ayodhya,Uttar Pradesh,,7.19,27.57,2.32,,6.17,18.2,2242,310.8,synthetic_generated_2025,0,1
Ghaghra,Ayodhya,Uttar Pradesh,,7.37,18.81,4.7,9.14,2.35,21.4,,362.7,synthetic_generated_2025,1,1
Ghaghra,Ayodhya,Uttar Pradesh,,7.23,19.62,1.04,6.99,3.9,22.6,36,245,synthetic_generated_2025,1,1
Ghaghra,Ayodhya,Uttar Pradesh,,7.75,24.32,4.57,8.23,,27,4516,348.4,synthetic_generated_2025,0,1
Ghaghra,Ayodhya,Uttar Pradesh,,7.33,13.99,4.1,8.34,4.32,17.7,1,367,synthetic_generated_2025,1,1
